first_name,last_name,full_name,dob,draft_round,draft_overall,player_id,image_link,season,college,team,awards,pos,ap_1,ap_2,ap,pb,opoy_top5,opoy_votes,opoy,oroy_top5,oroy_votes,oroy,cpoy_top5,cpoy_votes,cpoy,mvp_top5,mvp_votes,mvp,fan_pts,pass_yds,pass_td,pass_int,pass_lng,qbr,pass_rating,cmp_pct,rush_yds,rush_lng,rush_ypa,rush_ypg,rush_td,rec,rec_yds,rec_td,rec_lng,rec_ypg,touches,scrim_yds,tot_td,fmb,playoff_rush_yds,playoff_rush_td,playoff_rush_lng,playoff_rec_yds,playoff_rec_td,playoff_rec_lng,playoff_scrim_yds,playoff_fmb,playoff_pass_int,playoff_pass_yds,playoff_pass_td,playoff_pass_rating,playoff_pass_lng,sb_champ,sb_mvp,sb_champ_any,sb_mvp_any,mvp_top5_any,mvp_any,oroy_any,opoy_any,opoy_top5_any,ap_1_any,ap_2_any,ap_any,pb_any,cpoy_top5_any,cpoy_any,career_rush_yds,career_rec,career_rec_yds,career_rush_td,career_rec_td,career_pass_yds,career_pass_td
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1985,"[""UCLA""]",MIN,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,0,0,5,,39.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1986,"[""UCLA""]",MIN,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,0,0,3,,79.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1987,"[""UCLA""]",PIT,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,37,438,5,2,57,,76.3,45.9,27,23,3.4,9.0,1,1,2,0,2,0.7,9,29,1,5,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1988,"[""UCLA""]",PIT,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,110,1,2,15,,25.9,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1989,"[""UCLA""]",SFO,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,62,1,0,45,,157.9,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1991,"[""UCLA""]",SFO,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,98,1617,11,4,78,,88.5,59.5,46,18,2.7,5.1,0,0,0,0,,0.0,17,46,0,7,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1992,"[""UCLA""]",SFO,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,23,463,2,2,36,,87.1,64.3,23,19,1.5,1.4,0,0,0,0,,0.0,15,23,0,2,,,,,,,,,,0,0,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1993,"[""UCLA""]",SFO,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22,416,0,1,33,,76.9,63.9,14,10,1.2,1.8,1,0,0,0,,0.0,12,14,1,0,,,,,,,,,0,15,0,97.9,10,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1994,"[""UCLA""]",KAN,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,42,796,4,4,62,,74.6,56.4,-1,2,-0.3,-0.1,0,0,0,0,,0.0,4,-1,0,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
Steve,Bono,Steve Bono,05/11/1962,6,142,BonoSt00,,1995,"[""UCLA""]",KAN,PB,QB,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,216,3121,21,10,60,,79.5,56.3,113,76,4.0,7.1,5,0,0,0,,0.0,28,113,5,10,,,,,,,,,3,122,1,32.8,25,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,257,1,2,7,0,10439,62
