first_name,last_name,full_name,dob,player_id,image_link,season,college,team,awards,pos,ap_1,ap_2,ap,pb,opoy_top5,opoy_votes,opoy,oroy_top5,oroy_votes,oroy,cpoy_top5,cpoy_votes,cpoy,mvp_top5,mvp_votes,mvp,fan_pts,pass_yds,pass_td,pass_int,pass_lng,qbr,pass_rating,cmp_pct,rush_yds,rush_lng,rush_ypa,rush_ypg,rush_td,rec,rec_yds,rec_td,rec_lng,rec_ypg,touches,scrim_yds,tot_td,fmb,playoff_rush_yds,playoff_rush_td,playoff_rush_lng,playoff_rec_yds,playoff_rec_td,playoff_rec_lng,playoff_scrim_yds,playoff_fmb,playoff_pass_int,playoff_pass_yds,playoff_pass_td,playoff_pass_rating,playoff_pass_lng,sb_champ,sb_mvp,sb_champ_any,sb_mvp_any,mvp_top5_any,mvp_any,oroy_any,opoy_any,opoy_top5_any,ap_1_any,ap_2_any,ap_any,pb_any,cpoy_top5_any,cpoy_any,career_rush_yds,career_rec,career_rec_yds,career_rush_td,career_rec_td,career_pass_yds,career_pass_td
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1976,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1977,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,18,445,1,5,61,,38.1,42.0,62,16,8.9,4.8,0,0,0,0,,0.0,7,62,0,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1978,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,134,2294,18,17,47,,73.5,56.7,93,25,4.2,5.8,0,0,0,0,,0.0,22,93,0,5,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1980,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,183,3223,13,11,87,,82.4,58.5,232,33,4.8,14.5,2,0,0,0,,0.0,48,232,2,11,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1981,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,46,784,3,5,45,,73.4,58.3,23,11,2.6,3.8,2,0,0,0,,0.0,9,23,2,2,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1982,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,69,1343,10,14,70,,60.1,50.8,92,16,4.0,11.5,0,0,0,0,,0.0,23,92,0,6,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1983,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,48,720,7,4,54,,78.0,52.2,8,8,1.3,0.8,0,0,0,0,,0.0,6,8,0,2,17,0,6,0,0,,17,0,5,236,0,41.0,20,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1984,"[""Purdue""]",DET,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,202,3076,17,15,77,,83.1,61.5,218,40,5.3,14.5,3,1,22,1,22,1.5,42,240,4,7,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1985,"[""Purdue""]",CLE,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,79,1274,8,6,72,,85.3,59.5,126,28,5.0,15.8,0,0,0,0,,0.0,25,126,0,5,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
Gary,Danielson,Gary Danielson,09/10/1951,DaniGa00,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1987,"[""Purdue""]",CLE,,QB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,25,281,4,0,23,,140.3,75.8,0,,0.0,0.0,0,0,0,0,,0.0,1,0,0,2,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,857,1,22,7,1,13764,81
