first_name,last_name,full_name,dob,draft_round,draft_overall,player_id,image_link,season,college,team,awards,pos,ap_1,ap_2,ap,pb,opoy_top5,opoy_votes,opoy,oroy_top5,oroy_votes,oroy,cpoy_top5,cpoy_votes,cpoy,mvp_top5,mvp_votes,mvp,fan_pts,pass_yds,pass_td,pass_int,pass_lng,qbr,pass_rating,cmp_pct,rush_yds,rush_lng,rush_ypa,rush_ypg,rush_td,rec,rec_yds,rec_td,rec_lng,rec_ypg,touches,scrim_yds,tot_td,fmb,playoff_rush_yds,playoff_rush_td,playoff_rush_lng,playoff_rec_yds,playoff_rec_td,playoff_rec_lng,playoff_scrim_yds,playoff_fmb,playoff_pass_int,playoff_pass_yds,playoff_pass_td,playoff_pass_rating,playoff_pass_lng,sb_champ,sb_mvp,sb_champ_any,sb_mvp_any,mvp_top5_any,mvp_any,oroy_any,opoy_any,opoy_top5_any,ap_1_any,ap_2_any,ap_any,pb_any,cpoy_top5_any,cpoy_any,career_rush_yds,career_rec,career_rec_yds,career_rush_td,career_rec_td,career_pass_yds,career_pass_td
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1984,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,63,,,,,,,,0,,,0.0,0,35,455,3,52,30.3,35,455,3,1,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1985,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,57,33,1,0,33,,158.3,100.0,0,,,0.0,0,32,487,0,57,40.6,32,487,0,3,0,0,,0,0,,0,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1986,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,126,35,0,0,35,,118.7,100.0,0,,,0.0,0,55,838,6,57,52.4,55,838,6,1,0,0,,141,1,48,141,0,0,5,0,87.5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1987,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,96,,,,,,,,0,,,0.0,0,43,607,6,53,46.7,43,607,6,1,0,0,,73,1,19,73,1,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1988,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,64,,,,,,,,0,,,0.0,0,46,579,1,33,36.2,46,579,1,0,0,0,,34,0,25,34,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1989,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,28,,,,,,,,0,,,0.0,0,28,289,0,38,20.6,28,289,0,1,0,0,,73,2,27,73,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1990,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,68,,,,,,,,0,,,0.0,0,45,568,2,28,35.5,45,568,2,1,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1991,"[""Boston Col.""]",CLE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,38,,,,,,,,0,,,0.0,0,31,325,1,30,21.7,31,325,1,1,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1992,"[""Boston Col.""]",2TM,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,25,,,,,,,,0,,,0.0,0,19,188,1,21,12.5,19,188,1,0,0,0,,8,0,8,8,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1992,"[""Boston Col.""]",CIN,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,25,,,,,,,,0,,,0.0,0,16,166,1,21,18.4,16,166,1,0,0,0,,8,0,8,8,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
Brian,Brennan,Brian Brennan,02/15/1962,4,104,BrenBr00,,1992,"[""Boston Col.""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,25,,,,,,,,0,,,0.0,0,3,22,0,12,3.7,3,22,0,0,0,0,,8,0,8,8,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,334,4336,0,20,68,1
