first_name,last_name,full_name,dob,draft_round,draft_overall,player_id,image_link,season,college,team,awards,pos,ap_1,ap_2,ap,pb,opoy_top5,opoy_votes,opoy,oroy_top5,oroy_votes,oroy,cpoy_top5,cpoy_votes,cpoy,mvp_top5,mvp_votes,mvp,fan_pts,pass_yds,pass_td,pass_int,pass_lng,qbr,pass_rating,cmp_pct,rush_yds,rush_lng,rush_ypa,rush_ypg,rush_td,rec,rec_yds,rec_td,rec_lng,rec_ypg,touches,scrim_yds,tot_td,fmb,playoff_rush_yds,playoff_rush_td,playoff_rush_lng,playoff_rec_yds,playoff_rec_td,playoff_rec_lng,playoff_scrim_yds,playoff_fmb,playoff_pass_int,playoff_pass_yds,playoff_pass_td,playoff_pass_rating,playoff_pass_lng,sb_champ,sb_mvp,sb_champ_any,sb_mvp_any,mvp_top5_any,mvp_any,oroy_any,opoy_any,opoy_top5_any,ap_1_any,ap_2_any,ap_any,pb_any,cpoy_top5_any,cpoy_any,career_rush_yds,career_rec,career_rec_yds,career_rush_td,career_rec_td,career_pass_yds,career_pass_td
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2002,"[""Louisville""]",NWE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,61,,,,,,,,0,,0.0,0.0,0,43,489,2,49,37.6,45,489,2,1,,,,,,,,,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2003,"[""Louisville""]",NWE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,99,,,,,,,,11,11,11.0,0.7,0,57,803,3,66,53.5,58,814,3,0,0,0,,176,1,52,176,0,,,,,,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2004,"[""Louisville""]",NWE,SB MVP,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,67,,,,,,,,0,,,0.0,0,35,454,4,26,50.4,35,454,4,1,41,1,23,264,1,60,305,0,,,,,,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2005,"[""Louisville""]",NWE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,130,,,,,,,,0,,,0.0,0,78,998,5,51,62.4,78,998,5,0,0,0,,189,0,73,189,0,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2006,"[""Louisville""]",SEA,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100,0,0,0,,0.4,,,30,19,7.5,2.1,0,53,725,4,38,51.8,57,755,4,0,0,0,,96,0,27,96,0,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2007,"[""Louisville""]",SEA,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,90,,,,,,,,0,,,0.0,0,49,661,4,65,60.1,49,661,4,0,0,0,,0,0,,0,0,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2008,"[""Louisville""]",SEA,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,65,,,,,,,,0,,,0.0,0,30,412,4,63,51.5,30,412,4,0,,,,,,,,,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2009,"[""Louisville""]",SEA,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,55,,,,,,,,-8,-8,-8.0,-0.6,0,45,437,2,35,31.2,46,429,2,0,,,,,,,,,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2010,"[""Louisville""]",2TM,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,118,,,,,,,,0,,,0.0,0,61,818,6,79,54.5,61,818,6,1,0,0,,59,1,16,59,0,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
Deion,Branch,Deion Branch,07/18/1979,2,65,BranDe00,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3593.png&w=350&h=254,2010,"[""Louisville""]",NWE,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,118,,,,,,,,0,,,0.0,0,48,706,5,79,64.2,48,706,5,0,0,0,,59,1,16,59,0,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,33,518,6644,0,39,0,0
