first_name,last_name,full_name,dob,draft_round,draft_overall,player_id,image_link,season,college,team,awards,pos,ap_1,ap_2,ap,pb,opoy_top5,opoy_votes,opoy,oroy_top5,oroy_votes,oroy,cpoy_top5,cpoy_votes,cpoy,mvp_top5,mvp_votes,mvp,fan_pts,pass_yds,pass_td,pass_int,pass_lng,qbr,pass_rating,cmp_pct,rush_yds,rush_lng,rush_ypa,rush_ypg,rush_td,rec,rec_yds,rec_td,rec_lng,rec_ypg,touches,scrim_yds,tot_td,fmb,playoff_rush_yds,playoff_rush_td,playoff_rush_lng,playoff_rec_yds,playoff_rec_td,playoff_rec_lng,playoff_scrim_yds,playoff_fmb,playoff_pass_int,playoff_pass_yds,playoff_pass_td,playoff_pass_rating,playoff_pass_lng,sb_champ,sb_mvp,sb_champ_any,sb_mvp_any,mvp_top5_any,mvp_any,oroy_any,opoy_any,opoy_top5_any,ap_1_any,ap_2_any,ap_any,pb_any,cpoy_top5_any,cpoy_any,career_rush_yds,career_rec,career_rec_yds,career_rush_td,career_rec_td,career_pass_yds,career_pass_td
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2010,"[""Oklahoma St.""]",DAL,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,102,,,,,,,,0,,0.0,0.0,0,45,561,6,46,46.8,46,561,6,1,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2011,"[""Oklahoma St.""]",DAL,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,143,,,,,,,,5,5,5.0,0.3,0,63,928,9,50,61.9,64,933,9,3,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2012,"[""Oklahoma St.""]",DAL,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,208,,,,,,,,-5,6,-2.5,-0.3,0,92,1382,12,85,86.4,94,1377,12,5,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2013,"[""Oklahoma St.""]",DAL,PB,WR,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,199,,,,,,,,1,1,1.0,0.1,0,93,1233,13,79,77.1,94,1234,13,3,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2014,"[""Oklahoma St.""]",DAL,PB AP-1,WR,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,228,,,,,,,,0,,,0.0,0,88,1320,16,68,82.5,88,1320,16,0,0,0,,86,0,43,86,1,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2015,"[""Oklahoma St.""]",DAL,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,58,,,,,,,,0,,,0.0,0,31,401,3,51,44.6,31,401,3,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2016,"[""Oklahoma St.""]",DAL,PB,WR,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,130,10,1,0,10,100.0,147.9,100.0,0,,,0.0,0,50,796,8,56,61.2,50,796,8,1,0,0,,132,2,40,132,0,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2017,"[""Oklahoma St.""]",DAL,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,117,,,,,,,,-4,-4,-4.0,-0.3,0,69,838,6,50,52.4,70,834,6,1,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2018,"[""Oklahoma St.""]",Did not play - Injured (Achilles),,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2019,"[""Oklahoma St.""]",Did not play - Did not sign,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
Dez,Bryant,Dez Bryant,11/04/1988,1,24,BryaDe01,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13215.png&w=350&h=254,2020,"[""Oklahoma St.""]",BAL,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,17,,,,,,,,0,,,0.0,0,6,47,2,16,7.8,6,47,2,0,0,0,,0,0,,0,0,,,,,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,-3,537,7506,0,75,10,1
