first_name,last_name,full_name,dob,player_id,image_link,season,college,team,awards,pos,ap_1,ap_2,ap,pb,opoy_top5,opoy_votes,opoy,oroy_top5,oroy_votes,oroy,cpoy_top5,cpoy_votes,cpoy,mvp_top5,mvp_votes,mvp,fan_pts,pass_yds,pass_td,pass_int,pass_lng,qbr,pass_rating,cmp_pct,rush_yds,rush_lng,rush_ypa,rush_ypg,rush_td,rec,rec_yds,rec_td,rec_lng,rec_ypg,touches,scrim_yds,tot_td,fmb,playoff_rush_yds,playoff_rush_td,playoff_rush_lng,playoff_rec_yds,playoff_rec_td,playoff_rec_lng,playoff_scrim_yds,playoff_fmb,playoff_pass_int,playoff_pass_yds,playoff_pass_td,playoff_pass_rating,playoff_pass_lng,sb_champ,sb_mvp,sb_champ_any,sb_mvp_any,mvp_top5_any,mvp_any,oroy_any,opoy_any,opoy_top5_any,ap_1_any,ap_2_any,ap_any,pb_any,cpoy_top5_any,cpoy_any,career_rush_yds,career_rec,career_rec_yds,career_rush_td,career_rec_td,career_pass_yds,career_pass_td
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2004,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,11,,,,,,,,0,,,0.0,0,3,49,1,27,12.3,3,49,1,0,0,0,,0,0,,0,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2006,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,39,,,,,,,,0,,,0.0,0,15,210,3,46,17.5,15,210,3,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2007,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,10,,,,,,,,0,,,0.0,0,7,97,0,25,16.2,7,97,0,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2008,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,71,,,,,,,,0,,,0.0,0,27,465,4,49,35.8,27,465,4,0,0,0,,0,0,,0,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2009,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,84,,,,,,,,0,,,0.0,0,45,776,1,53,48.5,45,776,1,0,0,0,,30,0,19,30,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2010,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,108,,,,,,,,0,,,0.0,0,37,717,6,55,65.2,37,717,6,1,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2011,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,116,,,,,,,,0,,,0.0,0,43,856,5,52,71.3,43,856,5,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2012,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,111,,,,,,,,0,,,0.0,0,56,814,5,39,58.1,56,814,5,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2013,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15,,,,,,,,0,,,0.0,0,6,149,0,47,74.5,6,149,0,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
Malcom,Floyd,Malcom Floyd,09/08/1981,FloyMa00,https://www.pro-football-reference.com/req/20230307/images/headshots/FloyMa00_2019.jpg,2014,"[""Wyoming""]",SDG,,WR,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,122,,,,,,,,0,,,0.0,0,52,856,6,59,53.5,52,856,6,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,321,5550,0,34,0,0
