first_name,last_name,full_name,dob,player_id,image_link,season,college,team,awards,pos,ap_1,ap_2,ap,pb,opoy_top5,opoy_votes,opoy,oroy_top5,oroy_votes,oroy,cpoy_top5,cpoy_votes,cpoy,mvp_top5,mvp_votes,mvp,fan_pts,pass_yds,pass_td,pass_int,pass_lng,qbr,pass_rating,cmp_pct,rush_yds,rush_lng,rush_ypa,rush_ypg,rush_td,rec,rec_yds,rec_td,rec_lng,rec_ypg,touches,scrim_yds,tot_td,fmb,playoff_rush_yds,playoff_rush_td,playoff_rush_lng,playoff_rec_yds,playoff_rec_td,playoff_rec_lng,playoff_scrim_yds,playoff_fmb,playoff_pass_int,playoff_pass_yds,playoff_pass_td,playoff_pass_rating,playoff_pass_lng,sb_champ,sb_mvp,sb_champ_any,sb_mvp_any,mvp_top5_any,mvp_any,oroy_any,opoy_any,opoy_top5_any,ap_1_any,ap_2_any,ap_any,pb_any,cpoy_top5_any,cpoy_any,career_rush_yds,career_rec,career_rec_yds,career_rush_td,career_rec_td,career_pass_yds,career_pass_td
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1975,"[""Pacific""]",GNB,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,83,61,3,0,24,,142.5,60.0,359,26,3.0,25.6,1,34,261,2,36,18.6,155,620,3,11,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1976,"[""Pacific""]",GNB,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,82,40,1,1,40,,68.7,25.0,435,56,3.3,33.5,3,17,201,1,69,15.5,147,636,4,9,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1977,"[""Pacific""]",GNB,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,44,33,0,0,33,,118.7,100.0,140,9,2.3,10.8,1,19,194,0,48,14.9,79,334,1,3,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1978,"[""Pacific""]",STL,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16,,,,,,,,134,15,3.8,10.3,0,3,5,0,2,0.4,38,139,0,4,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1979,"[""Pacific""]",STL,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,0,0,0,,,39.6,0.0,100,19,5.3,7.1,0,3,33,0,15,2.4,22,133,0,5,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1980,"[""Pacific""]",STL,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,37,,,,,,,,170,26,4.0,10.6,3,9,52,0,14,3.3,51,222,3,3,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1981,"[""Pacific""]",STL,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,26,,,,,,,,6,4,1.2,0.4,1,14,131,1,62,8.2,19,137,2,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1982,"[""Pacific""]",STL,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15,10,0,0,10,,108.3,100.0,14,8,3.5,2.0,0,11,127,0,36,18.1,15,141,0,0,0,0,,10,0,5,10,0,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1983,"[""Pacific""]",STL,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,,,,,,,,13,8,3.3,0.9,0,3,25,0,13,1.8,7,38,0,1,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
Willard,Harrell,Willard Harrell,09/16/1952,HarrWi01,https://cdn.ssref.net/req/202602161/logos/pfr-logo.svg,1984,"[""Pacific""]",STL,,RB,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,17,,,,,,,,7,4,1.2,0.4,1,14,106,0,15,6.6,20,113,1,0,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1378,127,1135,10,4,144,4
